"q2","q3","q4","q6","q7","q7_7_text","q19","q12","q12_5_text","q13","q14","q14_12_text","q57","q15","q20","q16","q11","q11_9_text","q17","q40_1","q41","q42","q43","q121","q46_1","q47","q48","q49","q122","q51_1","q52","q53","q54","q123","q23_1","q24","q25","q26","q124","q34_1","q35","q36","q37","q125","q28_1","q29","q30","q31","q126","age","male","educ","married","white","race","preference","sexuality","straight","trans","religion","religiosity","ideo5","partyid","viewer_party","democrat_respondent","partisan_id","poli_interest","employment","employed","income","treatment","same_party"
1995,"Male","Some college, but no degree (yet)","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Liberal","Democrat","Hardly at all","Working full time now",NA,"$90,000 - $99,999",56,"Probably","Probably","Probably","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1,3,0,1,11,2,3,1,0,1,1,4,1,0,1,0,1,8,1,10,0,NA
1990,"Male","2-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Moderately important","Moderate","Independent","Some of the time","Working full time now",NA,"$20,000 - $29,999",79,"Very probably","Possibly","Possibly","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,4,0,1,11,2,3,1,0,1,3,3,2,1,0,1,3,8,1,3,0,NA
1992,"Female","2-year college degree","Never married","White",NA,"Men","Prefer not to say",NA,"No","Atheist",NA,"Not at all important","Very liberal","Independent","Some of the time","Student",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"Very probably","Very probably","Possibly","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,0,4,0,1,11,1,6,0,0,2,1,5,2,1,0,1,3,4,0,5,0,NA
1990,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Muslim",NA,"Moderately important","Moderate","Democrat","Only now and then","Unemployed",NA,"Prefer not to say",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,"Probably not","Possibly","Possibly","Possibly",28,0,6,0,1,11,1,3,1,0,8,3,3,1,0,1,0,2,7,0,NA,2,1
1974,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Extremely important","Very conservative","Republican","Most of the time","Working full time now",NA,"$150,000 - $199,999",NA,NA,NA,NA,NA,100,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,1,5,1,1,11,2,3,1,0,11,5,1,3,2,0,2,4,8,1,13,1,NA
1969,"Male","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Married","White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,1,6,1,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,"Female","Some college, but no degree (yet)","Never married","White",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,3,0,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,"Male","Some college, but no degree (yet)","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Something else","baptist","Extremely important","Moderate","Democrat","Only now and then","Working full time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,66,"Probably","Definitely","Very probably","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,1,3,0,1,11,2,3,1,0,12,5,3,1,0,1,0,2,8,1,4,1,0
1979,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Slightly important","Liberal","Democrat","Most of the time","Working full time now",NA,"$50,000 - $59,999",83,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,1,5,1,1,11,2,3,1,0,9,2,4,1,0,1,0,4,8,1,6,0,NA
1976,"Female","4-year college degree","Married","Asian or Asian-American",NA,"Men","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Not at all important","Conservative","Republican","Most of the time","Working full time now",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,"Very probably","Very probably","Possibly","Probably",42,0,5,1,0,1,1,3,1,0,9,1,2,3,2,0,2,4,8,1,8,2,NA
1989,"Female","2-year college degree","Never married","White",NA,"Men","Bisexual",NA,"No","Agnostic",NA,"Not at all important","Very liberal","Democrat","Some of the time","Working full time now",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,"Probably","Possibly","Possibly","Probably",29,0,4,0,1,11,1,1,0,0,1,1,5,1,0,1,0,3,8,1,3,2,1
1991,"Female","Some college, but no degree (yet)","Domestic/civil partnership","White",NA,"Women","Lesbian/gay woman",NA,"No","Roman Catholic",NA,"Slightly important","Liberal","Democrat","Most of the time","Working full time now",NA,"$50,000 - $59,999",95,"Definitely","Definitely","Probably","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0,3,0,1,11,2,4,0,0,11,2,4,1,0,1,0,4,8,1,6,0,NA
1964,"Female","High school graduate","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Something else","Christian","Very important","Conservative","Independent","Only now and then","Working full time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"Definitely","Definitely","Very probably","Very probably",NA,NA,NA,NA,NA,54,0,2,1,1,11,1,3,1,0,12,4,2,2,1,0,1,2,8,1,4,1,1
1962,"Female","Some college, but no degree (yet)","Widowed","White",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Extremely important","Liberal","Democrat","Only now and then","Working full time now",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,"Probably not","Probably not","Definitely not","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,0,3,0,1,11,1,3,1,0,11,5,4,1,0,1,0,2,8,1,3,0,NA
1988,"Female","High school graduate","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Not at all important","Moderate","Independent","Hardly at all","Working full time now",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,"Definitely not","Definitely not","Definitely not","Definitely not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0,2,0,1,11,1,3,1,0,9,1,3,2,1,0,1,1,8,1,5,0,NA
1991,"Male","4-year college degree","Never married","Asian or Asian-American",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Moderate","Democrat","Only now and then","Working full time now",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,90,"Definitely","Very probably","Probably","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1,5,0,0,1,2,3,1,0,2,1,3,1,0,1,0,2,8,1,7,1,0
1989,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Domestic/civil partnership","White",NA,"Men","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Not at all important","Very liberal","Democrat","Some of the time","Student",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"Probably not","Probably not","Probably not","Possibly",NA,NA,NA,NA,NA,29,0,6,0,1,11,1,3,1,0,9,1,5,1,0,1,0,3,4,0,3,1,0
1991,"Male","High school graduate","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Liberal","Independent","Most of the time","Working part time now",NA,"$10,000 - $19,999",65,"Probably","Possibly","Possibly","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,1,2,0,1,11,2,3,1,0,2,1,4,2,1,0,1,4,9,0,2,0,NA
1980,"Female","Some college, but no degree (yet)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Something else","Lutheran ","Very important","Conservative","Republican","Only now and then","Taking care of home or family",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"Very probably","Very probably","Possibly","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,0,3,1,1,11,1,3,1,0,12,4,2,3,2,0,2,2,5,0,6,0,NA
1997,"Male","High school graduate","Never married","Black or African-American",NA,"Women","Lesbian/gay woman",NA,"No","Buddhist",NA,"Extremely important","Liberal","Democrat","Most of the time","Unemployed",NA,"Less than $10,000",NA,NA,NA,NA,NA,100,"Definitely","Definitely","Possibly","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,2,0,0,2,2,4,0,0,3,5,4,1,0,1,0,4,7,0,1,1,0
1998,"Female","Some college, but no degree (yet)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Very important","Conservative","Republican","Some of the time","Working full time now",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,"Definitely","Definitely","Probably","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,3,1,1,11,1,3,1,0,11,4,2,3,2,0,2,3,8,1,2,0,NA
1978,"Male","Some college, but no degree (yet)","Never married","Black or African-American",NA,"Women","Heterosexual/straight",NA,"No","Buddhist",NA,"Very important","Conservative","Democrat","Some of the time","Working full time now",NA,"Less than $10,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,"Very probably","Very probably","Very probably","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1,3,0,0,2,2,3,1,0,3,4,2,1,0,1,0,3,8,1,1,2,1
1972,"Male","Some college, but no degree (yet)","Divorced","White",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Moderately important","Conservative","Republican","Most of the time","Working full time now",NA,"$60,000 - $69,999",100,"Very probably","Definitely","Probably","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,1,3,0,1,11,2,3,1,0,10,3,2,3,2,0,2,4,8,1,7,0,NA
1981,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Very liberal","Democrat","Most of the time","Working full time now",NA,"$100,000 - $119,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,"Probably not","Probably not","Probably not","Probably not",NA,NA,NA,NA,NA,37,0,5,1,1,11,1,3,1,0,2,1,5,1,0,1,0,4,8,1,11,1,0
1986,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Married","Black or African-American",NA,"Women","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Very important","Conservative","Republican","Some of the time","Working full time now",NA,"$50,000 - $59,999",21,"Probably not","Probably not","Probably not","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,0,6,1,0,2,2,3,1,0,11,4,2,3,2,0,2,3,8,1,6,0,NA
1997,"Female","Some college, but no degree (yet)","Never married","White",NA,"Women","Bisexual",NA,"No","Agnostic",NA,"Not at all important","Very liberal","Democrat","Some of the time","Student",NA,"$80,000 - $89,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,"Probably","Probably","Probably not","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,3,0,1,11,2,1,0,0,1,1,5,1,0,1,0,3,4,0,9,2,1
1988,"Male","2-year college degree","Never married","Asian or Asian-American",NA,"Women","Heterosexual/straight",NA,"No","Buddhist",NA,"Not at all important","Moderate","Independent","Most of the time","Working full time now",NA,"$90,000 - $99,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,4,0,0,1,2,3,1,0,3,1,3,2,1,0,1,4,8,1,10,2,0
1987,"Male","2-year college degree","Never married","Hispanic or Latino",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Liberal","Democrat","Some of the time","Working full time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,"Definitely not","Definitely not","Definitely not","Definitely not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,1,4,0,0,6,1,3,1,0,1,1,4,1,0,1,0,3,8,1,4,0,NA
1951,"Female","Some college, but no degree (yet)","Divorced","White",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Very important","Conservative","Republican","Some of the time","Retired",NA,"$20,000 - $29,999",80,"Definitely not","Definitely not","Definitely not","Definitely not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,0,3,0,1,11,2,3,1,0,10,4,2,3,2,0,2,3,3,0,3,0,NA
1952,"Male","4-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Slightly important","Very conservative","Republican","Most of the time","Retired",NA,"$20,000 - $29,999",NA,NA,NA,NA,NA,86,"Very probably","Very probably","Possibly","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,1,5,0,1,11,2,3,1,0,10,2,1,3,2,0,2,4,3,0,3,1,NA
1966,"Female","2-year college degree","Divorced","White",NA,"Men","Heterosexual/straight",NA,"No","Something else",NA,"Moderately important","Liberal","Democrat","Some of the time","Working part time now",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,"Possibly","Possibly","Probably not","Possibly",52,0,4,0,1,11,1,3,1,0,12,3,4,1,0,1,0,3,9,0,2,2,1
1969,"Female","2-year college degree","Widowed","White",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Moderately important","Conservative","Republican","Most of the time","Working full time now",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,"Very probably","Very probably","Probably","Very probably",49,0,4,0,1,11,1,3,1,0,11,3,2,3,2,0,2,4,8,1,5,2,NA
1991,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Liberal","Democrat","Some of the time","Working part time now",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"Very probably","Very probably","Probably","Definitely",27,0,6,0,1,11,1,3,1,0,2,1,4,1,0,1,0,3,9,0,5,2,1
1983,"Female","2-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Something else","Christian","Extremely important","Very conservative","Republican","Only now and then","Taking care of home or family",NA,"$50,000 - $59,999",67,"Definitely not","Definitely not","Definitely not","Definitely not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,0,4,1,1,11,2,3,1,0,12,5,1,3,2,0,2,2,5,0,6,0,NA
1988,"Male","4-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Moderate","Republican","Most of the time","Working full time now",NA,"$70,000 - $79,999",71,"Possibly","Possibly","Probably not","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,1,5,0,1,11,2,3,1,0,1,1,3,3,2,0,2,4,8,1,8,0,NA
1959,"Female","Some college, but no degree (yet)","Divorced","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Very liberal","Democrat","Most of the time","Working part time now",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"Probably","Probably","Probably","Possibly",59,0,3,0,1,11,1,3,1,0,1,1,5,1,0,1,0,4,9,0,2,2,1
1985,"Male","4-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Moderately important","Conservative","Republican","Most of the time","Working full time now",NA,"$50,000 - $59,999",93,"Definitely","Definitely","Definitely","Definitely",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1,5,0,1,11,2,3,1,0,1,3,2,3,2,0,2,4,8,1,6,0,NA
1970,"Male","Some college, but no degree (yet)","Divorced","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Very important","Conservative","Republican","Some of the time","Working full time now",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,"Probably not","Probably not","Probably not","Probably not",NA,NA,NA,NA,NA,48,1,3,0,1,11,1,3,1,0,10,4,2,3,2,0,2,3,8,1,8,1,NA
1953,"Female","Some college, but no degree (yet)","Divorced","White",NA,"Men","Heterosexual/straight",NA,"No","Nothing in particular",NA,"Not at all important","Very liberal","Democrat","Most of the time","Working part time now",NA,"$30,000 - $39,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,"Definitely","Very probably","Possibly","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,0,3,0,1,11,1,3,1,0,9,1,5,1,0,1,0,4,9,0,4,0,NA
1975,"Male","4-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Liberal","Democrat","Most of the time","Unemployed",NA,"Less than $10,000",75,"Probably","Possibly","Possibly","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,1,5,0,1,11,2,3,1,0,2,1,4,1,0,1,0,4,7,0,1,0,NA
1977,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Slightly important","Conservative","Republican","Most of the time","Working part time now",NA,"$120,000 - $149,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,1,5,1,1,11,2,3,1,0,11,2,2,3,2,0,2,4,9,0,12,NA,NA
1973,"Female","Some college, but no degree (yet)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Slightly important","Moderate","Democrat","Some of the time","Working full time now",NA,"$50,000 - $59,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,"Possibly","Possibly","Possibly","Probably",45,0,3,1,1,11,1,3,1,0,11,2,3,1,0,1,0,3,8,1,6,2,1
1992,"Female","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Slightly important","Conservative","Republican","Some of the time","Taking care of home or family",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"Definitely","Definitely","Definitely","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,0,5,1,1,11,1,3,1,0,11,2,2,3,2,0,2,3,5,0,8,0,NA
1985,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Very important","Very conservative","Republican","Most of the time","Working full time now",NA,"$120,000 - $149,999",87,"Very probably","Definitely","Definitely","Very probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,1,5,1,1,11,2,3,1,0,11,4,1,3,2,0,2,4,8,1,12,0,NA
1969,"Female","Postgraduate degree (MA, MBA, MD, JD, PhD, etc.)","Widowed","White",NA,"Men","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Moderately important","Moderate","Independent","Most of the time","Taking care of home or family",NA,"$100,000 - $119,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,"Definitely not","Definitely not","Definitely not","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,0,6,0,1,11,1,3,1,0,11,3,3,2,1,0,1,4,5,0,11,0,NA
1982,"Female","Some college, but no degree (yet)","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Slightly important","Moderate","Independent","Hardly at all","Taking care of home or family",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,"Definitely","Definitely","Very probably","Probably",36,0,3,1,1,11,1,3,1,0,10,2,3,2,1,0,1,1,5,0,7,2,0
1984,"Male","2-year college degree","Never married","White",NA,"Women","Heterosexual/straight",NA,"No","Atheist",NA,"Not at all important","Moderate","Independent","Most of the time","Working full time now",NA,"$40,000 - $49,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,"Probably","Possibly","Possibly","Probably not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1,4,0,1,11,2,3,1,0,2,1,3,2,1,0,1,4,8,1,5,2,0
1986,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Protestant",NA,"Moderately important","Moderate","Democrat","Most of the time","Working full time now",NA,"$150,000 - $199,999",80,"Very probably","Very probably","Probably","Probably",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,1,5,1,1,11,2,3,1,0,10,3,3,1,0,1,0,4,8,1,13,0,NA
1965,"Female","2-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Very liberal","Democrat","Most of the time","Taking care of home or family",NA,"$60,000 - $69,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,"Possibly","Possibly","Probably not","Possibly",53,0,4,1,1,11,1,3,1,0,1,1,5,1,0,1,0,4,5,0,7,2,1
1964,"Male","4-year college degree","Domestic/civil partnership","White,Hispanic or Latino",NA,"Women","Heterosexual/straight",NA,"No","Roman Catholic",NA,"Slightly important","Liberal","Independent","Most of the time","Working full time now",NA,"$10,000 - $19,999",NA,NA,NA,NA,NA,84,"Definitely not","Definitely not","Definitely not","Definitely not",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,1,5,0,0,18,2,3,1,0,11,2,4,2,1,0,1,4,8,1,2,1,1
1976,"Male","4-year college degree","Married","White",NA,"Women","Heterosexual/straight",NA,"No","Agnostic",NA,"Not at all important","Very liberal","Democrat","Most of the time","Working full time now",NA,"$100,000 - $119,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,"Definitely","Definitely","Possibly","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,1,5,1,1,11,2,3,1,0,1,1,5,1,0,1,0,4,8,1,11,2,1
1957,"Female","Some college, but no degree (yet)","Never married","White",NA,"Men","Heterosexual/straight",NA,"No","Protestant",NA,"Extremely important","Conservative","Republican","Most of the time","Other","self-employed","$10,000 - $19,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,"Probably not","Probably not","Probably not","Possibly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,0,3,0,1,11,1,3,1,0,10,5,2,3,2,0,2,4,1,0,2,0,NA
1976,"Male","4-year college degree","Married","White",NA,"Men","Heterosexual/straight",NA,"Yes","Roman Catholic",NA,"Moderately important","Liberal","Democrat","Some of the time","Working part time now",NA,"$70,000 - $79,999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,"Possibly","Probably","Probably","Possibly",42,1,5,1,1,11,1,3,1,1,11,3,4,1,0,1,0,3,9,0,8,2,1
